Id,AllowableRace,Description,Name4,Name3,Name2,Name1,DmgVariance,DurationInInventory,QualityModifier,BagFamily,RangeMod,StatPercentageOfSocket1,StatPercentageOfSocket2,StatPercentageOfSocket3,StatPercentageOfSocket4,StatPercentageOfSocket5,StatPercentageOfSocket6,StatPercentageOfSocket7,StatPercentageOfSocket8,StatPercentageOfSocket9,StatPercentageOfSocket10,StatPercentEditor1,StatPercentEditor2,StatPercentEditor3,StatPercentEditor4,StatPercentEditor5,StatPercentEditor6,StatPercentEditor7,StatPercentEditor8,StatPercentEditor9,StatPercentEditor10,Stackable,MaxCount,RequiredAbility,SellPrice,BuyPrice,VendorStackCount,PriceVariance,PriceRandomValue,Flags1,Flags2,Flags3,Flags4,OppositeFactionItemId,MaxDurability,ItemNameDescriptionId,RequiredTransmogHoliday,RequiredHoliday,LimitCategory,GemProperties,SocketMatchEnchantmentId,TotemCategoryId,InstanceBound,ZoneBound1,ZoneBound2,ItemSet,LockId,StartQuestId,PageText,Delay,RequiredReputationId,RequiredSkillRank,RequiredSkill,ItemLevel,AllowableClass,ItemRandomSuffixGroupId,RandomProperty,DamageMin1,DamageMin2,DamageMin3,DamageMin4,DamageMin5,DamageMax1,DamageMax2,DamageMax3,DamageMax4,DamageMax5,Armor,HolyResistance,FireResistance,NatureResistance,FrostResistance,ShadowResistance,ArcaneResistance,ScalingStatDistributionId,ExpansionId,ArtifactId,SpellWeight,SpellWeightCategory,SocketType1,SocketType2,SocketType3,SheatheType,Material,PageMaterial,PageLanguage,Bonding,DamageType,StatType1,StatType2,StatType3,StatType4,StatType5,StatType6,StatType7,StatType8,StatType9,StatType10,ContainerSlots,RequiredReputationRank,RequiredCityRank,RequiredHonorRank,InventoryType,OverallQualityId,AmmoType,StatValue1,StatValue2,StatValue3,StatValue4,StatValue5,StatValue6,StatValue7,StatValue8,StatValue9,StatValue10,RequiredLevel
"10006","-1","","","","","Red Mageweave Vest","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","43","-1","0","0","0","0","0","0","0","0","0","0","0","0","57","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","7","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","38"
"10037","-1","","","","","Shadoweave Mask","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","49","-1","0","0","0","0","0","0","0","0","0","0","0","0","52","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","7","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","44"
"10422","-1","","","","","Silvered Bronze Pants","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","31","-1","0","0","0","0","0","0","0","0","0","0","0","0","176","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","5","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","26"
"10569","-1","Bears the mark of Kalaran the Deceiver","","","","Hoard of the Black Dragonflight","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","4","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","1","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10659","-1","","","","","Shard of Afrasa","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4662","18650","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","12","2","0","0","0","0","0","0","0","0","0","0","0","0"
"11182","-1","","","","","gfdgdf","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","14","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11183","-1","","","","","xdds","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","14","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11344","-1","","","","","Big Voodoo Test","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","43","-1","0","0","0","0","0","0","0","0","0","0","0","0","117","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","8","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","20","2","0","0","0","0","0","0","0","0","0","0","0","38"
"11345","-1","","","","","Barbaric Kilt","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","34","-1","0","0","0","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","8","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","29"
"12105","-1","","","","","Pridemail Leggings","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","5","0","0","0","0","6","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","7","6","0","0","0","0","0","0","0","0","0","0","0","0"
"12189","-1","","","","","Test Strength Chest","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","6","0","0","0","0","4","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0"
"12221","-1","","","","","Blump Family Fishing Pole","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","10","356","10","-1","0","0","13","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","1","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","17","1","0","0","0","0","0","0","0","0","0","0","0","5"
"12222","-1","","","","","Blump Family Fishing Hat","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","1","356","14","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"12244","-1","","","","","Test Agility Chest","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","6","0","0","0","0","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0"
"12245","-1","","","","","Test Spirit Chest","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","6","0","0","0","0","6","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0"
"12246","-1","","","","","test thing","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0"
"12302","-1","","","","","Reins of the Frostsaber","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1000000","1","1","1","64","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","60"
"12303","1101","","","","","Reins of the Nightsaber","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1000000","1","1","1","64","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","60"
"12325","511","","","","","Reins of the Primal Leopard","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","100000","1","1","1","80","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","40"
"12326","-1","","","","","Reins of the Tawny Sabercat","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","100000","1","1","1","80","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","40"
"12327","511","","","","","Reins of the Golden Sabercat","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","100000","1","1","1","80","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","40"
"12330","-1","","","","","Horn of the Red Wolf","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1000000","1","1","1","64","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","60"
"12333","-1","","","","","Monster - Polearm, Horde","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","0","0","1","-1","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","2","1","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","1"
"12351","-1","","","","","Horn of the Arctic Wolf","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1000000","1","1","1","64","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","60"
"12353","-1","","","","","White Stallion Bridle","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1000000","1","1","1","64","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","60"
"12354","-1","","","","","Palomino Bridle","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1000000","1","1","1","64","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","60"
"12407","-1","","","","","Thorium Shoulders","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","51","-1","0","0","0","0","0","0","0","0","0","0","0","0","366","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","6","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","46"
"12413","-1","","","","","Thorium Leggings","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","60","-1","0","0","0","0","0","0","0","0","0","0","0","0","499","0","15","15","15","15","15","0","254","0","0","0","0","0","0","0","6","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","55"
"12423","-1","","","","","Imperial Plate Helmet","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","56","-1","0","0","0","0","0","0","0","0","0","0","0","0","434","0","18","18","18","18","18","0","254","0","0","0","0","0","0","0","6","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","51"
"12615","-1","","","","","Savage Mail Tunic","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","5","0","0","0","0","4","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0"
"12616","-1","","","","","Savage Mail Boots","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","5","0","0","0","0","4","7","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","8","6","0","0","0","0","0","0","0","0","0","0","0","0"
"12617","-1","","","","","Savage Mail Shoulders","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","5","0","0","0","0","4","7","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0"
"12686","-1","","","","","Finkle's Skinner","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1500","0","0","0","62","-1","0","0","39","0","0","0","0","66","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","3","1","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","22","3","0","0","0","0","0","0","0","0","0","0","0","58"
"12709","-1","Property of Finkle Einhorn, Grandmaster Adventurer","","","","Finkle's Skinner","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","57991","289956","1","1","1","0","24580","0","0","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1300","0","0","0","63","-1","0","0","37","0","0","0","0","70","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","3","1","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","21","3","0","0","0","0","0","0","0","0","0","0","0","58"
"12767","-1","","","","","Thorium Stiletto","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1500","0","0","0","53","-1","0","0","33","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","3","1","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","13","2","0","0","0","0","0","0","0","0","0","0","0","48"
"12769","-1","","","","","Bleakwood Hew","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","1","0","0","0","0","4","7","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12806","255","Covered in Demonic runes.","","","","Unforged Rune Covered Breastplate","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","2047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","1","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"12948","-1","","","","","Monster - Item, Handheld Holy Symbol ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","7","2","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","1"
"13086","1101","","","","","Reins of the Winterspring Frostsaber","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1000000","1","1","1","64","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","2047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","60"
"13172","-1","Bears the mark of Fras Siabi.","","","","Siabi's Premium Tobacco","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","2048","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","4","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"13256","-1","","","","","Egan's Blaster","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","128","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","1","-1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","26","1","0","0","0","0","0","0","0","0","0","0","0","0"
"13285","-1","","","","","The Nicker","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","54924","274624","1","1","1","0","24580","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","0","0","0","58","-1","0","0","159","0","0","0","0","239","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","1","1","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","17","3","0","0","0","0","0","0","0","0","0","0","0","53"
"13294","-1","","","","","dsds","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0"
"13307","-1","","","","","Fras Siabi's Postbox Key","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","1","1","1","64","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"13317","-1","","","","","Whistle of the Ivory Raptor","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1000000","1","1","1","64","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","60"
"13321","68","","","","","Green Mechanostrider","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","100000","1","1","1","64","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","40"
"13322","68","","","","","Unpainted Mechanostrider","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","100000","1","1","1","64","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","40"
